year,month,department,buildingName,energyUsage,energyType
2015,April,Department of Human Services,Garage Storage 129,0,natural gas
2015,May,Department of Human Services,Garage Storage 129,0,natural gas
2015,June,Department of Human Services,Garage Storage 129,0,natural gas
2014,July,Department of Human Services,NFLMAS Master,2416,natural gas
2014,August,Department of Human Services,NFLMAS Master,2266,natural gas
2014,September,Department of Human Services,NFLMAS Master,2225,natural gas
2014,October,Department of Human Services,NFLMAS Master,2571,natural gas
2014,November,Department of Human Services,NFLMAS Master,4520,natural gas
2014,December,Department of Human Services,NFLMAS Master,4898,natural gas
2015,January,Department of Human Services,NFLMAS Master,4787,natural gas
2015,February,Department of Human Services,NFLMAS Master,4338,natural gas
2015,March,Department of Human Services,NFLMAS Master,3579,natural gas
2015,April,Department of Human Services,NFLMAS Master,2844,natural gas
2015,May,Department of Human Services,NFLMAS Master,2477,natural gas
2015,June,Department of Human Services,NFLMAS Master,2309,natural gas
2014,July,Department of Human Services,NGY116 Support Building,45,natural gas
2014,August,Department of Human Services,NGY116 Support Building,45,natural gas
2014,September,Department of Human Services,NGY116 Support Building,102,natural gas
2014,October,Department of Human Services,NGY116 Support Building,322,natural gas
2014,November,Department of Human Services,NGY116 Support Building,650,natural gas
2014,December,Department of Human Services,NGY116 Support Building,746,natural gas
2015,January,Department of Human Services,NGY116 Support Building,666,natural gas
2015,February,Department of Human Services,NGY116 Support Building,636,natural gas
2015,March,Department of Human Services,NGY116 Support Building,440,natural gas
2015,April,Department of Human Services,NGY116 Support Building,324,natural gas
2015,May,Department of Human Services,NGY116 Support Building,444,natural gas
2015,June,Department of Human Services,NGY116 Support Building,128,natural gas
2014,July,Department of Human Services,Pearl House,5,natural gas
2014,August,Department of Human Services,Pearl House,4,natural gas
2014,September,Department of Human Services,Pearl House,5,natural gas
2014,October,Department of Human Services,Pearl House,13,natural gas
2014,November,Department of Human Services,Pearl House,39,natural gas
2014,December,Department of Human Services,Pearl House,56,natural gas
2015,January,Department of Human Services,Pearl House,86,natural gas
2015,February,Department of Human Services,Pearl House,62,natural gas
2015,March,Department of Human Services,Pearl House,51,natural gas
2015,April,Department of Human Services,Pearl House,35,natural gas
2015,May,Department of Human Services,Pearl House,38,natural gas
2015,June,Department of Human Services,Pearl House,7,natural gas
2014,July,Department of Human Services,Chapel,0,natural gas
2014,August,Department of Human Services,Chapel,0,natural gas
2014,September,Department of Human Services,Chapel,1,natural gas
2014,October,Department of Human Services,Chapel,6,natural gas
2014,November,Department of Human Services,Chapel,19,natural gas
2014,December,Department of Human Services,Chapel,27,natural gas
2015,January,Department of Human Services,Chapel,38,natural gas
2015,February,Department of Human Services,Chapel,26,natural gas
2015,March,Department of Human Services,Chapel,29,natural gas
2015,April,Department of Human Services,Chapel,10,natural gas
2015,May,Department of Human Services,Chapel,8,natural gas
2015,June,Department of Human Services,Chapel,2,natural gas
2014,July,Department of Human Services,Maintenance Building,0,natural gas
2014,August,Department of Human Services,Maintenance Building,0,natural gas
2014,September,Department of Human Services,Maintenance Building,0,natural gas
2014,October,Department of Human Services,Maintenance Building,1,natural gas
2014,November,Department of Human Services,Maintenance Building,19,natural gas
2014,December,Department of Human Services,Maintenance Building,30,natural gas
2015,January,Department of Human Services,Maintenance Building,43,natural gas
2015,February,Department of Human Services,Maintenance Building,26,natural gas
2015,March,Department of Human Services,Maintenance Building,35,natural gas
2015,April,Department of Human Services,Maintenance Building,14,natural gas
2015,May,Department of Human Services,Maintenance Building,4,natural gas
2015,June,Department of Human Services,Maintenance Building,0,natural gas
2014,July,Department of Human Services,NLMMAS Master,292,natural gas
2014,August,Department of Human Services,NLMMAS Master,398,natural gas
2014,September,Department of Human Services,NLMMAS Master,620,natural gas
2014,October,Department of Human Services,NLMMAS Master,1121,natural gas
2014,November,Department of Human Services,NLMMAS Master,2283,natural gas
2014,December,Department of Human Services,NLMMAS Master,2482,natural gas
2015,January,Department of Human Services,NLMMAS Master,2245,natural gas
2015,February,Department of Human Services,NLMMAS Master,2074,natural gas
2015,March,Department of Human Services,NLMMAS Master,1682,natural gas
2015,April,Department of Human Services,NLMMAS Master,1584,natural gas
2015,May,Department of Human Services,NLMMAS Master,1357,natural gas
2015,June,Department of Human Services,NLMMAS Master,354,natural gas
2014,July,Department of Human Services,Marvin W. Foote YSC,95,natural gas
2014,August,Department of Human Services,Marvin W. Foote YSC,163,natural gas
2014,September,Department of Human Services,Marvin W. Foote YSC,266,natural gas
2014,October,Department of Human Services,Marvin W. Foote YSC,364,natural gas
2014,November,Department of Human Services,Marvin W. Foote YSC,987,natural gas
2014,December,Department of Human Services,Marvin W. Foote YSC,986,natural gas
2015,January,Department of Human Services,Marvin W. Foote YSC,1005,natural gas
2015,February,Department of Human Services,Marvin W. Foote YSC,888,natural gas
2015,March,Department of Human Services,Marvin W. Foote YSC,717,natural gas
2015,April,Department of Human Services,Marvin W. Foote YSC,598,natural gas
2015,May,Department of Human Services,Marvin W. Foote YSC,526,natural gas
2015,June,Department of Human Services,Marvin W. Foote YSC,251,natural gas
2014,July,Department of Human Services,Gate House,0,natural gas
2014,August,Department of Human Services,Gate House,0,natural gas
2014,September,Department of Human Services,Gate House,3,natural gas
2014,October,Department of Human Services,Gate House,8,natural gas
2014,November,Department of Human Services,Gate House,31,natural gas
2014,December,Department of Human Services,Gate House,42,natural gas
2015,January,Department of Human Services,Gate House,28,natural gas
2015,February,Department of Human Services,Gate House,13,natural gas
2015,March,Department of Human Services,Gate House,9,natural gas
2015,April,Department of Human Services,Gate House,5,natural gas
2015,May,Department of Human Services,Gate House,3,natural gas
2015,June,Department of Human Services,Gate House,0,natural gas
2014,July,Department of Human Services,Support,61,natural gas
2014,August,Department of Human Services,Support,96,natural gas
2014,September,Department of Human Services,Support,144,natural gas
2014,October,Department of Human Services,Support,186,natural gas
2014,November,Department of Human Services,Support,371,natural gas
2014,December,Department of Human Services,Support,460,natural gas
2015,January,Department of Human Services,Support,390,natural gas
2015,February,Department of Human Services,Support,402,natural gas
2015,March,Department of Human Services,Support,197,natural gas
2015,April,Department of Human Services,Support,199,natural gas
2015,May,Department of Human Services,Support,157,natural gas
2015,June,Department of Human Services,Support,44,natural gas
2014,July,Department of Human Services,"Main Detention Pods A, B, C",28,natural gas
2014,August,Department of Human Services,"Main Detention Pods A, B, C",30,natural gas
2014,September,Department of Human Services,"Main Detention Pods A, B, C",45,natural gas
2014,October,Department of Human Services,"Main Detention Pods A, B, C",108,natural gas
2014,November,Department of Human Services,"Main Detention Pods A, B, C",252,natural gas
2014,December,Department of Human Services,"Main Detention Pods A, B, C",291,natural gas
2015,January,Department of Human Services,"Main Detention Pods A, B, C",275,natural gas
2015,February,Department of Human Services,"Main Detention Pods A, B, C",239,natural gas
2015,March,Department of Human Services,"Main Detention Pods A, B, C",166,natural gas
2015,April,Department of Human Services,"Main Detention Pods A, B, C",126,natural gas
2015,May,Department of Human Services,"Main Detention Pods A, B, C",85,natural gas
2015,June,Department of Human Services,"Main Detention Pods A, B, C",30,natural gas
2014,July,Department of Human Services,"Annex Pods D, E, F",11,natural gas
2014,August,Department of Human Services,"Annex Pods D, E, F",13,natural gas
2014,September,Department of Human Services,"Annex Pods D, E, F",32,natural gas
2014,October,Department of Human Services,"Annex Pods D, E, F",67,natural gas
2014,November,Department of Human Services,"Annex Pods D, E, F",252,natural gas
2014,December,Department of Human Services,"Annex Pods D, E, F",321,natural gas
2015,January,Department of Human Services,"Annex Pods D, E, F",215,natural gas
2015,February,Department of Human Services,"Annex Pods D, E, F",265,natural gas
2015,March,Department of Human Services,"Annex Pods D, E, F",99,natural gas
2015,April,Department of Human Services,"Annex Pods D, E, F",91,natural gas
2015,May,Department of Human Services,"Annex Pods D, E, F",64,natural gas
2015,June,Department of Human Services,"Annex Pods D, E, F",14,natural gas
2014,July,Department of Human Services,Procurement/Materials Mgmt,7,natural gas
2014,August,Department of Human Services,Procurement/Materials Mgmt,5,natural gas
2014,September,Department of Human Services,Procurement/Materials Mgmt,10,natural gas
2014,October,Department of Human Services,Procurement/Materials Mgmt,25,natural gas
2014,November,Department of Human Services,Procurement/Materials Mgmt,85,natural gas
2014,December,Department of Human Services,Procurement/Materials Mgmt,100,natural gas
2015,January,Department of Human Services,Procurement/Materials Mgmt,72,natural gas
2015,February,Department of Human Services,Procurement/Materials Mgmt,80,natural gas
2015,March,Department of Human Services,Procurement/Materials Mgmt,39,natural gas
2015,April,Department of Human Services,Procurement/Materials Mgmt,34,natural gas
